5.812143881706691495e+00,-1.753779886373818889e-02,-1.238302452242476953e-02,-4.187419834327744256e-02,1.402044409778055445e-02,-7.576199302151584609e-03,-3.183589428922634079e-02,9.403774466181400934e-03,-9.021865619401216521e-03,-5.242027102884024015e-02,4.497886651113301715e-03,1.054054387774526480e-02,7.860562229156867198e-02
5.812894109003506671e+00,-1.397985370046278021e-02,-7.260814302195315630e-03,-6.218299961240893181e-02,1.886358367180303655e-02,-5.416491686373254080e-04,-4.054929334154031700e-02,1.043565325791477073e-02,-1.570485048342823778e-02,-7.152429341137533925e-02,4.140167598194978080e-03,2.265778540426651930e-02,1.262991804570368082e-01
5.813487777338869122e+00,-7.692331942118703532e-03,-7.925888444470239116e-04,-7.759301967661128008e-02,2.131958411091992162e-02,1.086416576136114975e-02,-4.414867257088025271e-02,1.253032533862996276e-02,-2.020348445312268246e-02,-8.080324574520172942e-02,3.759523084895798582e-03,3.412160766046740124e-02,1.615537892410711940e-01
5.813971591983007947e+00,-6.394801379285258019e-04,5.326206614496314072e-03,-9.016622420192176024e-02,2.178571552262136002e-02,1.402464088642553855e-02,-4.531898891733881357e-02,1.526309860398827010e-02,-2.302122585178907610e-02,-8.533161456365213893e-02,3.500085970136294650e-03,4.394417919710342374e-02,1.889997124674577256e-01
5.814368779657812070e+00,5.836949093242673262e-03,4.529249834532419680e-04,-1.012366075734200538e-01,2.099385578982306336e-02,1.950715811070964298e-02,-4.546715313276524645e-02,1.898900155426715489e-02,-2.374925981269507616e-02,-8.643764759360109129e-02,2.884372457474818942e-03,5.169723135607203618e-02,2.105042850380415276e-01
5.814670660213884013e+00,3.031709190831701622e-03,-3.292659022478295998e-03,-1.105108045372704684e-01,1.972492591019276223e-02,2.550582537375877673e-02,-4.434795312694265329e-02,2.226119732576333290e-02,-2.416895964632065352e-02,-8.486902297629175806e-02,1.806810638740709470e-03,5.846105356259381075e-02,2.279048860388666609e-01
5.814893862254184143e+00,2.237519808244077448e-03,4.358182096078897817e-03,-1.174086349830760490e-01,1.767685335790328618e-02,3.075987606324566415e-02,-4.175941047970158776e-02,2.425589932124908726e-02,-2.562721421618077700e-02,-8.130373823218010887e-02,1.042757245851341080e-03,6.497393603939055629e-02,2.424839367975193949e-01
5.815087525031457538e+00,9.934960665482417061e-04,4.518444412229209034e-04,-1.236343907867500508e-01,1.462200897068640856e-02,3.572564283021881226e-02,-3.942419064001317919e-02,2.636955906710741065e-02,-2.651197290371874390e-02,-7.783723992963056948e-02,7.081440635128006655e-04,6.993989329078378892e-02,2.552271212999108196e-01
5.815228778052428993e+00,5.855874056171874505e-04,-2.487146276686924649e-03,-1.287530653269662595e-01,1.155842917746576458e-02,4.002556335597097503e-02,-3.654894833212853078e-02,2.782136547601569976e-02,-2.778341434133999033e-02,-7.349040401920579890e-02,2.144781542467103907e-04,7.443906993117556381e-02,2.662703436337899299e-01
5.815333933777766973e+00,3.727304822829920704e-04,5.026361268952310099e-03,-1.333035334402234429e-01,8.575771246961690075e-03,4.377186330203116510e-02,-3.363596996591654981e-02,2.899310346805247449e-02,-2.903224648863585514e-02,-6.881610667770260426e-02,-4.949521407974091054e-04,7.822646129042923335e-02,2.760441184435510897e-01
